,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
2679,46.0,0.0211,0.703,260598.0,0.972,0.0495,B,0.0967,-0.302,major,0.324,140.076,0.1669999999999999,electronic
20597,54.0,0.121,0.625,218867.0,0.826,0.0,E,0.158,-5.037,major,0.0325,99.919,0.6990000000000001,country
14604,35.0,0.146,0.362,238333.0,0.501,0.841,F,0.528,-9.87,major,0.0378,137.548,0.5770000000000001,jazz
15648,59.0,0.00221,0.636,239240.0,0.6920000000000001,3.83e-06,B,0.487,-6.14,minor,0.0354,107.986,0.371,alternative
7968,30.0,0.000833,0.575,227453.0,0.964,0.0,B,0.0361,-0.111,minor,0.102,129.963,0.362,anime
37506,65.0,0.00357,0.376,176200.0,0.787,0.0,F,0.552,-4.731,minor,0.0395,87.105,0.372,rock
39809,54.0,0.0487,0.759,173760.0,0.723,5.88e-06,F#,0.362,-5.38,minor,0.0259,116.043,0.6659999999999999,rock
24014,55.0,0.583,0.524,228107.0,0.679,5.79e-05,F#,0.163,-8.68,major,0.0435,172.977,0.6759999999999999,country
30807,34.0,0.639,0.568,134067.0,0.434,0.626,G,0.2289999999999999,-14.17,major,0.0379,119.95296059529068,0.6940000000000001,blues
42899,0.0,0.995,0.527,224860.0,0.0188,0.8959999999999999,D,0.0773,-30.6,major,0.0549,105.338,0.1989999999999999,classical
31290,39.0,0.0075599999999999,0.34,255853.0,0.888,0.731,C,0.407,-11.632,major,0.0545,168.03099999999998,0.5920000000000001,blues
4049,41.0,0.026,0.7759999999999999,223000.0,0.8740000000000001,0.0202,B,0.0707,-4.122,minor,0.0572,139.94799999999998,0.389,electronic
30228,38.0,0.175,0.56,237613.0,0.8490000000000001,8.27e-05,F,0.28,-6.108,minor,0.0422,97.473,0.866,blues
21196,35.0,0.361,0.56,208213.0,0.418,0.0,D,0.3429999999999999,-8.607999999999999,major,0.0267,141.466,0.309,country
12731,27.0,0.161,0.777,303320.0,0.5539999999999999,0.321,C,0.111,-10.372,minor,0.0336,139.967,0.6829999999999999,jazz
3216,57.0,0.00606,0.59,195789.0,0.8909999999999999,0.0785,F,0.176,-4.763,minor,0.0791,152.023,0.5710000000000001,electronic
1849,47.0,0.531,0.529,-1.0,0.484,0.6779999999999999,A#,0.106,-9.059,major,0.0257,82.618,0.457,electronic
31071,27.0,0.0624,0.436,218227.0,0.6629999999999999,0.00151,F,0.0759,-5.897,major,0.051,117.956,0.36,blues
19488,60.0,0.0475,0.767,259707.0,0.614,5.720000000000001e-05,F,0.1159999999999999,-7.372999999999999,major,0.0344,110.994,0.43,alternative
24326,37.0,0.271,0.608,194129.0,0.685,0.0,C,0.181,-5.492999999999999,major,0.0286,119.95296059529068,0.362,country
8306,32.0,0.0165,0.579,215432.0,0.855,9.17e-06,G#,0.122,-3.658,major,0.037,119.95296059529068,0.823,anime
39240,67.0,0.758,0.679,188280.0,0.63,7.06e-05,D,0.111,-6.83,major,0.158,123.082,0.5579999999999999,rock
36139,60.0,0.0137,0.595,222440.0,0.8440000000000001,0.0,G,0.2339999999999999,-4.678,major,0.0331,127.981,0.603,rock
10091,37.0,0.0914,0.657,256313.0,0.779,0.882,G#,0.142,-10.357,major,0.0325,90.0,0.569,jazz
46595,50.0,0.147,0.657,262280.0,0.642,0.0,C#,0.0775,-7.616,major,0.136,124.962,0.179,hip-hop
23354,43.0,0.00703,0.519,243320.0,0.895,0.0,D#,0.186,-2.312,major,0.0527,135.986,0.501,country
32624,19.0,0.0182,0.3229999999999999,328867.0,0.7140000000000001,0.019,A,0.18,-7.217,major,0.0531,162.15,0.3829999999999999,blues
10636,41.0,0.0584,0.7929999999999999,305808.0,0.596,0.0,A,0.555,-9.532,minor,0.0464,108.548,0.7290000000000001,jazz
33943,31.0,0.3339999999999999,0.613,231000.0,0.435,1.61e-06,C,0.154,-13.18,major,0.025,82.089,0.539,blues
7609,25.0,0.949,0.445,95880.0,0.233,0.82,B,0.0902,-25.12,minor,0.0419,82.266,0.193,anime
41368,0.0,0.98,0.182,416200.0,0.145,0.000342,A#,0.848,-22.859,major,0.0589,79.867,0.0615,classical
20787,43.0,0.0057799999999999,0.4639999999999999,203547.0,0.7170000000000001,0.000331,C#,0.102,-7.605,minor,0.0336,164.065,0.401,country
13358,26.0,0.266,0.7,297080.0,0.7659999999999999,0.591,C#,0.0692,-9.885,major,0.0463,89.975,0.95,jazz
31282,39.0,0.0172,0.206,-1.0,0.7,0.00582,E,0.228,-9.682,minor,0.0469,172.338,0.317,blues
6115,14.0,0.804,0.497,369587.0,0.427,0.501,A#,0.153,-9.187,major,0.0262,80.009,0.245,anime
23254,53.0,0.601,0.6920000000000001,126440.0,0.434,0.0,C#,0.102,-8.53,major,0.026,82.978,0.455,country
1772,35.0,0.00303,0.5489999999999999,429320.0,0.895,0.245,C,0.0875,-10.532,major,0.0341,129.994,0.523,electronic
1310,35.0,0.562,0.5589999999999999,388200.0,0.327,0.944,A,0.4529999999999999,-18.494,minor,0.0306,112.0,0.0736,electronic
38096,67.0,0.033,0.669,241760.0,0.868,0.0,C,0.0991,-7.377000000000001,major,0.0527,107.885,0.913,rock
13779,46.0,0.0595,0.475,303253.0,0.477,0.805,G,0.121,-9.284,major,0.0307,135.38299999999998,0.109,jazz
39597,55.0,0.0742,0.575,248387.0,0.8809999999999999,0.0077,F,0.342,-5.595,major,0.0887,90.136,0.373,rock
30080,34.0,0.0622,0.593,194320.0,0.7140000000000001,0.00439,D,0.359,-8.691,major,0.0266,117.069,0.8420000000000001,blues
13430,34.0,0.331,0.672,321707.0,0.71,0.315,F,0.0892,-10.047,minor,0.0506,102.309,0.962,jazz
8005,17.0,0.0013,0.545,260733.0,0.925,0.0282,A#,0.0953,-2.5580000000000003,minor,0.0686,187.014,0.934,anime
15397,44.0,0.416,0.677,139760.0,0.457,0.0,A,0.0896,-9.42,minor,0.24,79.152,0.861,alternative
35407,54.0,0.0121,0.561,197213.0,0.655,0.0,F,0.225,-3.937,major,0.0363,93.673,0.421,rock
3996,29.0,0.00583,0.732,239987.0,0.995,0.598,A,0.0583,-4.135,major,0.0909,129.958,0.731,electronic
39652,69.0,0.644,0.561,267253.0,0.337,8.79e-05,G#,0.67,-9.272,major,0.0284,109.373,0.273,rock
8163,15.0,0.0744,0.635,254147.0,0.997,0.181,A#,0.615,-1.556,minor,0.0962,115.72,0.295,anime
21468,37.0,0.511,0.5489999999999999,233000.0,0.469,0.0,F,0.314,-8.586,minor,0.0409,108.176,0.501,country
8487,13.0,0.317,0.696,356577.0,0.5589999999999999,0.867,F,0.111,-11.374,minor,0.0354,104.983,0.138,anime
14735,14.0,0.664,0.489,-1.0,0.138,0.133,D,0.111,-18.974,minor,0.0314,81.63600000000001,0.113,jazz
4923,43.0,0.0105,0.5760000000000001,192000.0,0.889,0.00347,D,0.122,-1.3259999999999998,minor,0.1119999999999999,149.945,0.146,electronic
4697,39.0,0.00317,0.7090000000000001,292500.0,0.74,0.797,G,0.127,-8.613,minor,0.04,118.983,0.272,electronic
20574,57.0,0.316,0.708,164520.0,0.708,0.0,F#,0.361,-5.12,minor,0.0266,95.031,0.667,country
47713,60.0,0.0151,0.8109999999999999,238400.0,0.5770000000000001,0.0,A#,0.114,-7.769,minor,0.344,149.055,0.37,hip-hop
12069,41.0,0.8290000000000001,0.7190000000000001,305067.0,0.34,0.893,G#,0.154,-13.352,major,0.0308,113.897,0.713,jazz
32996,29.0,0.247,0.3879999999999999,373480.0,0.883,0.0,A#,0.8690000000000001,-5.727,major,0.113,161.061,0.502,blues
46700,64.0,0.173,0.934,274847.0,0.359,8.11e-06,C#,0.152,-5.132999999999999,major,0.23,140.004,0.0886,hip-hop
10372,38.0,0.969,0.373,122227.0,0.0581,0.000195,D#,0.11,-15.698,minor,0.0501,169.963,0.123,jazz
30642,52.0,0.000196,0.31,284787.0,0.858,0.00392,C,0.3339999999999999,-3.198,minor,0.0367,144.65200000000002,0.247,blues
21555,46.0,0.103,0.63,171667.0,0.7559999999999999,0.00041,G,0.318,-6.612,major,0.0256,147.498,0.8,country
21523,51.0,0.288,0.516,189507.0,0.583,0.0,E,0.298,-8.197000000000001,major,0.0277,136.088,0.381,country
49757,48.0,0.0462,0.917,204187.0,0.3279999999999999,0.0884,C#,0.29,-11.258,major,0.3979999999999999,139.964,0.204,hip-hop
47910,54.0,0.166,0.7929999999999999,207256.0,0.589,0.0,G#,0.123,-5.268,minor,0.191,149.915,0.498,hip-hop
39276,66.0,0.58,0.621,232133.0,0.4029999999999999,0.0,A,0.114,-8.211,major,0.0359,119.95296059529068,0.634,rock
28260,60.0,0.726,0.583,131773.0,0.5820000000000001,0.0,G,0.123,-4.745,major,0.115,96.606,0.568,rap
21826,38.0,0.0221,0.564,212160.0,0.856,0.0,A,0.102,-4.511,major,0.0379,129.963,0.575,country
5334,30.0,0.0001409999999999,0.684,247507.0,0.777,0.345,B,0.35,-5.821000000000001,major,0.0358,119.95296059529068,0.958,anime
22825,50.0,0.249,0.649,239493.0,0.665,0.0,G#,0.089,-5.4110000000000005,minor,0.1,169.99200000000002,0.506,country
27485,61.0,0.0572,0.853,245014.0,0.541,0.0,D#,0.0875,-6.739,minor,0.125,125.035,0.669,rap
44923,39.0,0.969,0.248,392840.0,0.0364,0.047,A,0.0632,-25.313,major,0.0413,134.059,0.0379,classical
32364,45.0,0.0009689999999999,0.557,226853.0,0.815,0.00188,C,0.0932,-5.402,major,0.0328,88.929,0.445,blues
16496,45.0,0.157,0.7909999999999999,-1.0,0.614,0.5670000000000001,G,0.624,-8.427999999999999,minor,0.0639,118.992,0.308,alternative
31890,28.0,0.118,0.497,335160.0,0.868,0.461,D,0.188,-7.276,major,0.0351,148.377,0.5660000000000001,blues
42760,18.0,0.993,0.429,257013.0,0.0252,0.0363,E,0.186,-22.567,major,0.0495,65.53,0.583,classical
16636,45.0,6.35e-05,0.3379999999999999,245800.0,0.991,0.000532,C,0.127,-2.113,minor,0.115,179.942,0.135,alternative
49674,62.0,0.0524,0.8809999999999999,187454.0,0.633,6.72e-06,C#,0.158,-6.647,minor,0.0683,121.922,0.335,hip-hop
9721,21.0,0.352,0.633,350547.0,0.974,0.000565,C#,0.105,-4.789,major,0.0501,109.992,0.784,anime
28834,59.0,0.402,0.855,321987.0,0.746,0.0,D#,0.146,-3.777,minor,0.2319999999999999,95.026,0.375,rap
13228,35.0,0.745,0.482,598387.0,0.496,0.000454,G#,0.2289999999999999,-7.903,major,0.047,137.108,0.555,jazz
4505,40.0,0.81,0.3979999999999999,101586.0,0.609,0.81,B,0.0881,-11.917,minor,0.0311,82.12899999999999,0.332,electronic
24534,39.0,0.417,0.5539999999999999,287667.0,0.6779999999999999,0.0162,B,0.0812,-6.754,major,0.0405,138.06,0.372,country
20157,42.0,0.5710000000000001,0.64,243000.0,0.478,0.0,B,0.0902,-6.96,major,0.033,119.95296059529068,0.315,country
15055,46.0,0.645,0.5820000000000001,157973.0,0.365,1.03e-06,A,0.147,-11.04,major,0.0388,93.855,0.312,alternative
33863,36.0,0.103,0.223,199707.0,0.958,0.794,D,0.2769999999999999,-4.738,major,0.136,113.857,0.236,blues
46122,66.0,0.2339999999999999,0.76,215189.0,0.517,1.12e-06,A,0.113,-7.282999999999999,minor,0.11,144.972,0.545,hip-hop
18192,54.0,5.45e-05,0.483,250128.0,0.962,9.61e-06,G,0.273,-2.93,major,0.107,88.00299999999999,0.4589999999999999,alternative
4251,72.0,0.00456,0.867,257360.0,0.517,0.000339,B,0.0864,-13.222,minor,0.0875,133.148,0.866,electronic
21475,45.0,0.0996,0.27,251289.0,0.797,2.05e-06,F#,0.109,-6.528,major,0.0418,149.017,0.465,country
9748,30.0,0.0235,0.35,149800.0,0.7879999999999999,0.0,C#,0.4479999999999999,-6.919,major,0.174,142.986,0.466,anime
20626,39.0,0.0114,0.5660000000000001,240960.0,0.789,1.6100000000000002e-05,F,0.127,-5.134,minor,0.0291,92.894,0.5770000000000001,country
26814,58.0,0.107,0.536,190293.0,0.628,0.0,F,0.4589999999999999,-7.057,minor,0.186,174.35,0.467,rap
1870,44.0,0.369,0.601,203360.0,0.905,0.000113,G#,0.163,-5.044,major,0.158,81.956,0.442,electronic
36503,67.0,1.29e-05,0.402,200147.0,0.97,2.62e-06,D,0.1889999999999999,-4.538,minor,0.0668,75.10600000000001,0.476,rock
13558,37.0,0.585,0.551,460760.0,0.482,0.928,G,0.109,-13.579,major,0.0305,135.94299999999998,0.3939999999999999,jazz
36381,68.0,0.431,0.7020000000000001,-1.0,0.244,0.00867,E,0.0963,-15.286,minor,0.0355,141.317,0.444,rock
24710,41.0,0.135,0.481,292760.0,0.6829999999999999,0.0,G,0.386,-5.307,major,0.0411,126.783,0.5,country
30758,41.0,0.52,0.726,268947.0,0.479,0.321,B,0.139,-12.996,minor,0.0274,86.515,0.647,blues
18551,46.0,0.225,0.7390000000000001,223853.0,0.7190000000000001,2.71e-06,A,0.1009999999999999,-7.189,minor,0.0456,119.975,0.51,alternative
28132,58.0,0.111,0.609,209458.0,0.8740000000000001,0.0,A,0.0808,-2.575,major,0.351,168.06099999999998,0.42,rap
15629,44.0,0.693,0.7020000000000001,170307.0,0.8590000000000001,0.00562,A#,0.1119999999999999,-5.861000000000001,major,0.0386,119.979,0.621,alternative
26417,60.0,0.021,0.72,312741.0,0.51,0.0,D,0.0992,-8.16,major,0.12,138.02100000000002,0.0717,rap
6112,29.0,0.918,0.517,252733.0,0.309,1.95e-06,A#,0.0848,-12.758,major,0.0384,149.947,0.5539999999999999,anime
33189,30.0,0.589,0.6629999999999999,148760.0,0.941,1.33e-05,C,0.181,-2.371,major,0.0465,119.95296059529068,0.913,blues
32381,45.0,0.53,0.3379999999999999,132613.0,0.5760000000000001,0.0,F#,0.38,-6.1610000000000005,minor,0.0372,116.237,0.662,blues
23855,49.0,0.138,0.72,209308.0,0.7090000000000001,0.0,G#,0.104,-5.795,major,0.0653,130.04,0.6,country
14959,36.0,0.698,0.452,283040.0,0.242,0.46,D,0.0942,-16.941,major,0.0344,101.194,0.347,jazz
7105,19.0,0.0808,0.4039999999999999,253627.0,0.954,0.0,A,0.27,-3.2310000000000003,minor,0.154,204.998,0.552,anime
35777,57.0,0.0819,0.613,220125.0,0.7090000000000001,0.0,G,0.11,-7.407999999999999,major,0.0387,134.972,0.523,rock
20153,42.0,0.0236,0.648,-1.0,0.777,2.14e-06,A#,0.44,-5.438,major,0.0321,106.962,0.358,country
20286,36.0,0.0412,0.61,181613.0,0.905,0.0,F,0.105,-5.202999999999999,major,0.0404,119.95296059529068,0.6890000000000001,country
49719,62.0,0.0352,0.773,203067.0,0.581,0.0,G#,0.485,-8.466000000000001,major,0.432,94.093,0.711,hip-hop
39519,59.0,0.212,0.6509999999999999,-1.0,0.488,0.026,A,0.136,-8.22,major,0.0316,113.038,0.49,rock
42801,0.0,0.8959999999999999,0.259,746600.0,0.198,0.679,A,0.6890000000000001,-19.621,major,0.0658,158.284,0.159,classical
10195,30.0,0.275,0.667,284148.0,0.73,0.737,A,0.359,-7.921,minor,0.0267,99.001,0.743,jazz
49200,61.0,0.222,0.529,245947.0,0.518,0.00314,A#,0.316,-7.689,minor,0.1969999999999999,89.712,0.356,hip-hop
48660,55.0,0.4479999999999999,0.6940000000000001,239933.0,0.866,1.03e-05,F,0.141,-4.285,minor,0.426,94.157,0.743,hip-hop
5777,33.0,0.0636,0.563,385720.0,0.825,0.000108,F#,0.0968,-3.981,minor,0.042,137.994,0.6920000000000001,anime
13293,38.0,0.855,0.499,-1.0,0.406,0.857,A,0.128,-15.514,major,0.0595,158.59799999999998,0.471,jazz
9179,29.0,5.95e-05,0.455,235267.0,0.966,0.7709999999999999,G,0.178,-6.175,major,0.0559999999999999,119.95296059529068,0.299,anime
9912,27.0,0.887,0.109,96813.0,0.157,0.927,D,0.136,-15.427,minor,0.0379,119.95296059529068,0.0267,anime
41114,31.0,0.99,0.395,471840.0,0.0997,0.892,F,0.0877,-23.579,major,0.0433,127.275,0.0312,classical
24722,41.0,0.122,0.357,192525.0,0.6970000000000001,0.0,F#,0.176,-6.952999999999999,major,0.0487,91.651,0.306,country
11261,34.0,0.745,0.611,179333.0,0.0975,0.856,C,0.1009999999999999,-11.57,major,0.0289,88.835,0.3989999999999999,jazz
7919,30.0,0.89,0.156,220680.0,0.368,0.725,C#,0.105,-10.997,major,0.0374,84.22200000000001,0.103,anime
32814,32.0,0.0382,0.293,351040.0,0.855,0.0055299999999999,D,0.65,-7.099,major,0.0471,128.338,0.5329999999999999,blues
47205,55.0,0.272,0.5329999999999999,-1.0,0.7240000000000001,6.28e-06,G,0.118,-8.954,minor,0.31,119.95296059529068,0.505,hip-hop
3491,38.0,0.000272,0.5479999999999999,367107.0,0.951,0.8320000000000001,A#,0.302,-5.464,minor,0.0415,131.995,0.367,electronic
1493,40.0,0.0090599999999999,0.863,351440.0,0.877,0.805,C#,0.0831,-9.051,minor,0.0464,119.758,0.6729999999999999,electronic
3864,37.0,0.00487,0.7859999999999999,263554.0,0.88,0.81,C,0.152,-6.197,major,0.0672,126.006,0.924,electronic
2500,36.0,0.518,0.489,148846.0,0.625,3.96e-06,D#,0.259,-4.622,major,0.259,150.183,0.118,electronic
20442,54.0,0.0425,0.384,191027.0,0.887,0.0,F#,0.1169999999999999,-3.806,major,0.0653,72.816,0.6759999999999999,country
12703,46.0,0.946,0.347,382307.0,0.0719,0.0266,F#,0.695,-20.843000000000004,minor,0.0355,112.727,0.114,jazz
21296,41.0,0.322,0.813,178893.0,0.74,2.97e-06,D,0.0455,-6.829,major,0.0906,115.405,0.924,country
6707,25.0,0.0697,0.4029999999999999,245627.0,0.979,0.00398,B,0.35,-2.6710000000000003,minor,0.147,160.0,0.465,anime
27391,52.0,0.087,0.8370000000000001,227991.0,0.5529999999999999,0.0,A#,0.123,-9.0,minor,0.267,135.02700000000002,0.298,rap
28017,55.0,0.0978,0.905,152613.0,0.512,0.000275,D,0.104,-8.949,major,0.2689999999999999,129.058,0.21,rap
7690,17.0,5.3e-05,0.2789999999999999,152893.0,0.902,0.174,D,0.35,-2.204,major,0.0657,178.873,0.382,anime
42468,45.0,0.00565,0.433,273307.0,0.644,0.903,C#,0.119,-8.131,major,0.0276,89.736,0.308,classical
36113,59.0,0.442,0.4579999999999999,221120.0,0.502,5.51e-06,F,0.299,-10.186,major,0.0294,121.861,0.5710000000000001,rock
41688,31.0,0.989,0.233,180707.0,0.304,0.8909999999999999,C#,0.141,-15.312,major,0.0352,78.872,0.0345,classical
15745,44.0,0.325,0.574,450173.0,0.3979999999999999,0.0283,B,0.648,-12.857,major,0.0271,92.041,0.084,alternative
11288,46.0,0.0773,0.625,316760.0,0.6779999999999999,0.278,G,0.191,-8.759,major,0.0515,91.985,0.284,jazz
2284,29.0,0.175,0.787,407820.0,0.488,0.0989,C,0.159,-6.763999999999999,major,0.324,132.968,0.3879999999999999,electronic
8266,21.0,0.49,0.608,319307.0,0.8079999999999999,7.77e-05,G,0.316,-2.78,major,0.0372,83.944,0.913,anime
1495,41.0,0.773,0.541,440000.0,0.421,0.7490000000000001,A,0.118,-11.792,minor,0.0337,90.00200000000001,0.154,electronic
3757,50.0,0.0022,0.492,365080.0,0.773,0.835,D,0.305,-5.845,minor,0.0369,123.974,0.1969999999999999,electronic
21577,41.0,0.0732,0.54,215147.0,0.688,0.0,G#,0.0804,-5.3660000000000005,major,0.0304,143.888,0.524,country
46227,60.0,0.637,0.643,210893.0,0.6559999999999999,2.7600000000000003e-05,C,0.345,-8.962,major,0.0654,90.984,0.527,hip-hop
36311,66.0,0.48,0.214,313373.0,0.91,0.00839,G#,0.0517,-6.662000000000001,major,0.389,175.56099999999998,0.447,rock
45784,65.0,0.0192,0.902,162750.0,0.497,0.0,G,0.109,-9.236,major,0.266,120.016,0.4629999999999999,hip-hop
35175,58.0,1.35e-05,0.264,343893.0,0.812,0.108,E,0.0962,-5.651,major,0.031,94.095,0.4579999999999999,rock
42447,7.0,0.93,0.306,110840.0,0.1159999999999999,0.962,C#,0.053,-26.207,major,0.0306,82.78399999999999,0.8109999999999999,classical
10816,28.0,0.514,0.374,327453.0,0.493,0.0286,C#,0.0917,-9.087,minor,0.0616,91.995,0.36,jazz
3682,26.0,0.721,0.3979999999999999,193707.0,0.177,0.0,G#,0.1169999999999999,-12.834,major,0.0289999999999999,119.95296059529068,0.0686,electronic
29275,49.0,0.0481,0.7979999999999999,242182.0,0.7190000000000001,0.0,A#,0.0964,-5.7,minor,0.253,110.032,0.7390000000000001,rap
22764,41.0,0.0762,0.213,384533.0,0.437,0.000991,E,0.926,-8.545,minor,0.0294,55.956,0.3429999999999999,country
7863,23.0,0.000287,0.223,207480.0,0.979,0.0,F,0.23,-0.033,minor,0.1689999999999999,164.2,0.342,anime
11297,33.0,0.574,0.7020000000000001,210027.0,0.645,0.872,A,0.156,-12.345999999999998,minor,0.0417,117.106,0.79,jazz
40265,36.0,0.992,0.208,281000.0,0.0704,0.893,C#,0.0799,-24.306,major,0.0364,70.327,0.0605,classical
5279,17.0,9.01e-06,0.372,244727.0,0.8140000000000001,0.861,A#,0.115,-7.996,major,0.0545,184.915,0.45,anime
25954,52.0,0.00122,0.87,184400.0,0.427,0.000274,E,0.114,-6.711,major,0.0694,138.013,0.634,rap
14842,42.0,0.1669999999999999,0.735,-1.0,0.537,0.0,A#,0.0692,-10.043,minor,0.0694,101.279,0.715,jazz
49627,55.0,0.085,0.925,220560.0,0.725,0.0,C,0.0983,-5.932,major,0.155,133.007,0.479,hip-hop
31864,46.0,0.6459999999999999,0.445,244480.0,0.263,1.49e-06,F,0.868,-12.276,major,0.0253,77.086,0.188,blues
2127,62.0,0.0928,0.88,191685.0,0.67,0.000595,D,0.064,-9.237,major,0.217,116.016,0.235,electronic
26494,47.0,0.261,0.637,-1.0,0.804,0.0,A,0.208,-4.743,major,0.2289999999999999,145.944,0.562,rap
18071,45.0,0.311,0.7340000000000001,307706.0,0.688,0.0,B,0.216,-7.141,minor,0.316,132.064,0.53,alternative
17875,39.0,0.732,0.43,237627.0,0.482,0.0,G,0.151,-5.961,major,0.0279999999999999,71.006,0.354,alternative
38729,58.0,0.528,0.6459999999999999,209867.0,0.531,0.0133,G,0.0836,-10.785,major,0.0671,172.02,0.655,rock
41867,35.0,0.7959999999999999,0.51,653160.0,0.000795,0.119,F#,0.0836,-38.561,minor,0.204,80.145,0.266,classical
31564,26.0,0.972,0.52,233107.0,0.3829999999999999,0.8909999999999999,E,0.106,-16.67,minor,0.148,153.907,0.706,blues
8943,11.0,0.927,0.213,368600.0,0.426,0.935,A#,0.857,-16.172,major,0.0515,70.541,0.0797,anime
183,47.0,0.0147,0.466,244662.0,0.903,0.0527,G#,0.0763,-5.813,major,0.0352,119.95296059529068,0.41,electronic
5176,19.0,0.0153,0.3389999999999999,277747.0,0.967,0.0,D#,0.156,-0.926,minor,0.0995,136.076,0.208,anime
41539,40.0,0.986,0.276,269227.0,0.0708,0.913,C#,0.122,-26.726,major,0.0334,69.39699999999999,0.1369999999999999,classical
38682,52.0,0.264,0.34,282333.0,0.619,0.0,C,0.143,-5.622000000000001,major,0.0354,146.207,0.242,rock
39743,56.0,0.0888,0.6970000000000001,180813.0,0.82,0.0,C#,0.143,-5.1080000000000005,major,0.0575,104.022,0.655,rock
1605,38.0,0.143,0.6509999999999999,329579.0,0.82,0.736,F,0.1009999999999999,-10.144,major,0.0325,111.98,0.8,electronic
49572,65.0,0.0317,0.863,169489.0,0.613,0.0,C#,0.106,-6.005,major,0.1009999999999999,85.012,0.411,hip-hop
13161,42.0,0.115,0.828,175987.0,0.49,0.395,G#,0.078,-8.218,major,0.0656,101.382,0.495,jazz
5109,21.0,0.128,0.347,331773.0,0.8859999999999999,9.41e-06,G#,0.176,-5.584,major,0.133,169.99599999999998,0.422,anime
16356,51.0,0.0424,0.629,244360.0,0.69,0.0,G,0.363,-4.894,major,0.0357,102.036,0.307,alternative
16522,44.0,0.0011099999999999,0.4429999999999999,207760.0,0.813,8.32e-05,D#,0.1169999999999999,-7.274,minor,0.0456,132.046,0.691,alternative
49232,71.0,0.0279,0.916,161507.0,0.906,0.0,D#,0.0803,-2.494,minor,0.195,95.3,0.291,hip-hop
43041,25.0,0.965,0.264,362200.0,0.0633,0.8079999999999999,C,0.076,-28.637,major,0.0405,79.626,0.196,classical
893,0.0,1.87e-05,0.534,168000.0,0.994,0.922,C#,0.359,-1.947,major,0.046,130.034,0.0295,electronic
10980,31.0,0.527,0.618,345973.0,0.537,0.509,E,0.104,-8.245,minor,0.0421,137.773,0.412,jazz
38987,61.0,0.0745,0.799,192013.0,0.497,1.28e-05,E,0.174,-6.57,major,0.141,115.157,0.488,rock
9637,29.0,0.00281,0.49,141840.0,0.389,0.901,F,0.119,-11.502,major,0.0286,159.97,0.114,anime
29235,60.0,0.3389999999999999,0.5479999999999999,-1.0,0.8290000000000001,0.0,C#,0.537,-4.103,minor,0.285,93.62,0.452,rap
29257,58.0,0.0346,0.8740000000000001,198078.0,0.6709999999999999,0.0,C,0.105,-5.862,major,0.347,154.985,0.18,rap
18247,68.0,0.00229,0.346,284427.0,0.765,7.54e-06,G#,0.213,-8.558,major,0.0413,119.95296059529068,0.644,alternative
22336,46.0,0.57,0.639,143333.0,0.53,0.0,D,0.0911,-9.358,major,0.0319,138.72,0.918,country
326,39.0,4.06e-05,0.515,249467.0,0.708,0.434,A,0.1,-9.693,major,0.0323,97.772,0.486,electronic
49138,61.0,0.409,0.594,277813.0,0.769,0.0,A,0.0814,-7.959,minor,0.1,139.938,0.564,hip-hop
4744,37.0,0.0627,0.836,305067.0,0.7929999999999999,2.57e-05,G,0.2189999999999999,-7.744,major,0.109,106.005,0.887,electronic
22347,57.0,0.535,0.5660000000000001,253373.0,0.507,0.00619,F#,0.107,-6.973,major,0.0279,158.119,0.141,country
18516,48.0,0.00761,0.352,-1.0,0.995,2.6e-05,B,0.511,-1.6669999999999998,major,0.181,134.262,0.138,alternative
12153,41.0,0.669,0.522,289560.0,0.588,1.19e-05,A,0.387,-8.927999999999999,minor,0.0335,129.714,0.654,jazz
42692,42.0,0.00617,0.479,286373.0,0.73,6.9e-06,B,0.563,-9.424,major,0.0352,94.501,0.244,classical
47925,53.0,0.0866,0.703,285400.0,0.508,0.0,C,0.239,-6.664,major,0.0392,140.14600000000002,0.236,hip-hop
27982,55.0,0.00825,0.893,175308.0,0.545,0.0,F,0.0888,-6.823,minor,0.2,148.055,0.603,rap
11175,38.0,0.606,0.63,170760.0,0.544,0.0,C#,0.078,-6.759,major,0.0355,112.104,0.505,jazz
34041,29.0,0.54,0.66,174333.0,0.391,0.0,G#,0.17,-11.412,major,0.0847,111.021,0.911,blues
6106,25.0,0.952,0.356,46267.0,0.0254,0.838,A,0.11,-34.358000000000004,minor,0.0703,61.002,0.0,anime
44905,0.0,0.8909999999999999,0.3289999999999999,393400.0,0.321,6e-06,C,0.7979999999999999,-19.748,major,0.433,77.79899999999999,0.154,classical
2815,31.0,0.768,0.535,340600.0,0.498,0.93,A,0.107,-14.302,major,0.0442,119.95296059529068,0.391,electronic
21898,47.0,0.902,0.495,168067.0,0.243,3.26e-06,A,0.146,-11.383,major,0.0563,141.636,0.389,country
3587,30.0,0.13,0.823,604040.0,0.601,0.883,C#,0.5870000000000001,-10.606,major,0.0695,115.014,0.19,electronic
32002,28.0,0.467,0.539,370333.0,0.7070000000000001,0.0128,C,0.126,-10.630999999999998,major,0.0315,143.887,0.925,blues
42164,33.0,0.993,0.345,273000.0,0.0841,0.93,C,0.0994,-24.834,major,0.0396,129.612,0.7,classical
43968,14.0,0.985,0.32,655067.0,0.1669999999999999,2.46e-06,D,0.341,-19.552,major,0.153,71.991,0.214,classical
